Document ID,Agency ID,Docket ID,Tracking Number,Document Type,Posted Date,Is Withdrawn?,Federal Register Number,FR Citation,Title,Comment Start Date,Comment Due Date,Allow Late Comments,Comment on Document ID,Effective Date,Implementation Date,Postmark Date,Received Date,Author Date,Related RIN(s),Authors,CFR,Abstract,Legacy ID,Media,Document Subtype,Exhibit Location,Exhibit Type,Additional Field 1,Additional Field 2,Topics,Duplicate Comments,OMB/PRA Approval Number,Page Count,Page Length,Paper Width,Special Instructions,Source Citation,Start End Page,Subject,First Name,Last Name,City,State/Province,Zip/Postal Code,Country,Organization Name,Submitter Representative,Representative's Address,"Representative's City, State & Zip",Government Agency,Government Agency Type,Comment,Category,Restrict Reason Type,Restrict Reason,Reason Withdrawn,Content Files,Attachment Files,"Display Properties (Name, Label, Tooltip)"
"USCG-2023-0254-0001","USCG","USCG-2023-0254",,"Rule",2023-04-27T04:00Z,false,"2023-08904","88 FR 25493","Special Local Regulation: Safety Zone, Monongahela River Mile Marker 89.8 to Mile Marker 90.8, Point Marion, PA",,,false,,,,,2023-04-27T04:00Z,,,,"33 CFR Part 100",,,,,,,,,"Marine Safety,Navigation (Water),Reporting and Recordkeeping Requirements,Waterways",,,2,,,,,"25493 - 25494",,,,,,,,,,,,,,,,,,,"https://downloads.regulations.gov/USCG-2023-0254-0001/content.pdf,https://downloads.regulations.gov/USCG-2023-0254-0001/content.htm",,"pageCount, Page Count, Number of pages In the content file"
"USCG-2023-0255-0001","USCG","USCG-2023-0255",,"Rule",2023-03-29T04:00Z,false,"2023-06503","88 FR 18393","Security Zones; Corpus Christi Ship Channel, Corpus Christi, TX",,,false,,,,,2023-03-29T04:00Z,,,,"33 CFR Part 165",,,,,,,,,"Harbors,Marine Safety,Navigation (Water),Reporting and Recordkeeping Requirements,Security Measures,Waterways",,,3,,,,,"18393 - 18395",,,,,,,,,,,,,,,,,,,"https://downloads.regulations.gov/USCG-2023-0255-0001/content.pdf,https://downloads.regulations.gov/USCG-2023-0255-0001/content.htm",,"pageCount, Page Count, Number of pages In the content file"
"USCG-2023-0256-0001","USCG","USCG-2023-0256",,"Rule",2023-08-04T04:00Z,false,"2023-16615","88 FR 51699","Safety Zone; Ohio River MM 469.5– 470.5 and Licking River MM 0.0 to 0.3, Cincinnati, OH",,,false,,,,,2023-08-04T04:00Z,,,,"33 CFR Part 165",,,,,,,,,"Harbors,Marine Safety,Security Measures,Waterways",,,3,,,,,"51699 - 51701",,,,,,,,,,,,,,,,,,,"https://downloads.regulations.gov/USCG-2023-0256-0001/content.pdf,https://downloads.regulations.gov/USCG-2023-0256-0001/content.htm",,"pageCount, Page Count, Number of pages In the content file"
"USCG-2023-0257-0001","USCG","USCG-2023-0257",,"Rule",2023-03-28T04:00Z,false,"2023-06314","88 FR 18253","Safety Zone; Missouri River Mile Markers 175.5–176.5, Jefferson City, MO",,,false,,,,,2023-03-28T04:00Z,,,,"33 CFR Part 165",,,,,,,,,"Harbors,Marine Safety,Navigation (Water),Reporting and Recordkeeping Requirements,Security Measures,Waterways",,,3,,,,,"18253 - 18255",,,,,,,,,,,,,,,,,,,"https://downloads.regulations.gov/USCG-2023-0257-0001/content.pdf,https://downloads.regulations.gov/USCG-2023-0257-0001/content.htm",,"pageCount, Page Count, Number of pages In the content file"
"USCG-2023-0258-0001","USCG","USCG-2023-0258",,"Rule",2023-04-07T04:00Z,false,"2023-07361","88 FR 20770","Safety Zone; Port Los Angeles and Long Beach, San Pedro Bay, CA",,,false,,,,,2023-04-07T04:00Z,,,,"33 CFR Part 165",,,,,,,,,"Harbors,Marine Safety,Navigation (Water),Reporting and Recordkeeping Requirements,Security Measures,Waterways",,,3,,,,,"20770 - 20772",,,,,,,,,,,,,,,,,,,"https://downloads.regulations.gov/USCG-2023-0258-0001/content.pdf,https://downloads.regulations.gov/USCG-2023-0258-0001/content.htm",,"pageCount, Page Count, Number of pages In the content file"
"USCG-2023-0258-0002","USCG","USCG-2023-0258",,"Rule",2023-04-28T04:00Z,false,"2023-09120","88 FR 26228","Safety Zone; Port of Los Angeles and Port of Long Beach, San Pedro Bay, CA",,,false,,,,,2023-04-28T04:00Z,,,,"33 CFRPart 165",,,,,,,,,"Harbors,Marine Safety,Navigation (Water),Reporting and Recordkeeping Requirements,Security Measures,Waterways",,,3,,,,,"26228 - 26230",,,,,,,,,,,,,,,,,,,"https://downloads.regulations.gov/USCG-2023-0258-0002/content.pdf,https://downloads.regulations.gov/USCG-2023-0258-0002/content.htm",,"pageCount, Page Count, Number of pages In the content file"
"USCG-2023-0259-0001","USCG","USCG-2023-0259",,"Rule",2023-03-30T04:00Z,false,"2023-06613","88 FR 18993","Safety Zone; Military Ocean Terminal Concord Safety Zone, Suisun Bay, Military Ocean Terminal Concord, CA",,,false,,,,,2023-03-30T04:00Z,,,,"33 CFR Part 165",,,,,,,,,,,,1,,,,,"18993 - 18993",,,,,,,,,,,,,,,,,,,"https://downloads.regulations.gov/USCG-2023-0259-0001/content.pdf",,"pageCount, Page Count, Number of pages In the content file"
"USCG-2023-0261-0001","USCG","USCG-2023-0261",,"Rule",2023-04-07T04:00Z,false,"2023-07227","88 FR 20763","Special Local Regulations; Marine Events Within the Sector Columbia River Captain of the Port Zone",,,false,,,,,2023-04-07T04:00Z,,,,"33 CFR Part 100",,,,,,,,,,,,2,,,,,"20763 - 20764",,,,,,,,,,,,,,,,,,,"https://downloads.regulations.gov/USCG-2023-0261-0001/content.pdf,https://downloads.regulations.gov/USCG-2023-0261-0001/content.htm",,"pageCount, Page Count, Number of pages In the content file"
"USCG-2023-0262-0001","USCG","USCG-2023-0262",,"Rule",2023-04-17T04:00Z,false,"2023-08014","88 FR 23350","Safety Zones; Annual Fireworks Displays Within the Captain of the Port, Puget Sound",,,false,,,,,2023-04-17T04:00Z,,,,"33 CFR Part 165",,,,,,,,,,,,2,,,,,"23350 - 23351",,,,,,,,,,,,,,,,,,,"https://downloads.regulations.gov/USCG-2023-0262-0001/content.pdf,https://downloads.regulations.gov/USCG-2023-0262-0001/content.htm",,"pageCount, Page Count, Number of pages In the content file"
"USCG-2023-0265-0001","USCG","USCG-2023-0265",,"Rule",2023-04-17T04:00Z,false,"2023-08040","88 FR 23349","Transportation Worker Identification Credential—Facility Reader Requirement; Conforming Amendment",,,false,,,,,2023-04-17T04:00Z,,,,"33 CFR Part 105",,,,,,,,,"Maritime Security,Navigation (Water),Reporting and Recordkeeping Requirements,Security Measures,Waterways",,,2,,,,,"23349 - 23350",,,,,,,,,,,,,,,,,,,"https://downloads.regulations.gov/USCG-2023-0265-0001/content.pdf,https://downloads.regulations.gov/USCG-2023-0265-0001/content.htm",,"pageCount, Page Count, Number of pages In the content file"
"USCG-2023-0266-0001","USCG","USCG-2023-0266",,"Rule",2023-06-06T04:00Z,false,"2023-11986","88 FR 36949","Special Local Regulations; Marine Events Within the Fifth Coast Guard District—Lower Township, NJ",,,false,,,,,2023-06-06T04:00Z,,,,"33 CFR Part 100",,,,,,,,,,,,1,,,,,"36949 - 36949",,,,,,,,,,,,,,,,,,,"https://downloads.regulations.gov/USCG-2023-0266-0001/content.pdf,https://downloads.regulations.gov/USCG-2023-0266-0001/content.htm",,"pageCount, Page Count, Number of pages In the content file"
"USCG-2023-0267-0001","USCG","USCG-2023-0267",,"Rule",2023-11-22T05:00Z,false,,,"Safety Zone; Charlotte Amalie Harbor, St. Thomas, USVI",2023-11-22T05:00Z,,false,,,,,2023-11-22T05:00Z,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,"https://downloads.regulations.gov/USCG-2023-0267-0001/content.pdf",,"pageCount, Page Count, Number of pages In the content file"
"USCG-2023-0271-0001","USCG","USCG-2023-0271",,"Rule",2023-04-10T04:00Z,false,"2023-07444","88 FR 21103","Safety Zone: Menominee River, Marinette, WI",,,false,,,,,2023-04-10T04:00Z,,,,"33 CFR Part 165",,,,,,,,,,,,1,,,,,"21103 - 21103",,,,,,,,,,,,,,,,,,,"https://downloads.regulations.gov/USCG-2023-0271-0001/content.pdf,https://downloads.regulations.gov/USCG-2023-0271-0001/content.htm",,"pageCount, Page Count, Number of pages In the content file"
"USCG-2023-0276-0001","USCG","USCG-2023-0276",,"Rule",2023-05-31T04:00Z,false,"2023-11567","88 FR 34749","Safety Zone; CFK Swim Around Key West, Key West, FL",,,false,,,,,2023-05-31T04:00Z,,,,"33 CFR Part 165",,,,,,,,,,,,2,,,,,"34749 - 34750",,,,,,,,,,,,,,,,,,,"https://downloads.regulations.gov/USCG-2023-0276-0001/content.pdf,https://downloads.regulations.gov/USCG-2023-0276-0001/content.htm",,"pageCount, Page Count, Number of pages In the content file"
"USCG-2023-0277-0008","USCG","USCG-2023-0277",,"Rule",2023-06-30T04:00Z,false,"2023-14073","88 FR 42237","Safety Zone; Vineyard Wind 1 Wind Farm Project Area, Outer Continental Shelf, Lease OCS–A 0501, Offshore Massachusetts, Atlantic Ocean",,,false,,,,,2023-06-30T04:00Z,,,,"33 CFR Part 147",,,,,,,,,"Continental Shelf,Marine Safety,Navigation (Water)",,,7,,,,,"42237 - 42243",,,,,,,,,,,,,,,,,,,"https://downloads.regulations.gov/USCG-2023-0277-0008/content.pdf,https://downloads.regulations.gov/USCG-2023-0277-0008/content.htm",,"pageCount, Page Count, Number of pages In the content file"
"USCG-2023-0278-0001","USCG","USCG-2023-0278",,"Rule",2023-04-07T04:00Z,false,"2023-07292","88 FR 20766","Security Zones; Corpus Christi Ship Channel, Corpus Christi, TX",,,false,,,,,2023-04-07T04:00Z,,,,"33 CFR Part 165",,,,,,,,,"Harbors,Marine Safety,Navigation (Water),Reporting and Recordkeeping Requirements,Security Measures,Waterways",,,3,,,,,"20766 - 20768",,,,,,,,,,,,,,,,,,,"https://downloads.regulations.gov/USCG-2023-0278-0001/content.pdf,https://downloads.regulations.gov/USCG-2023-0278-0001/content.htm",,"pageCount, Page Count, Number of pages In the content file"
"USCG-2023-0279-0001","USCG","USCG-2023-0279",,"Rule",2023-06-06T04:00Z,false,"2023-12014","88 FR 36955","Safety Zones; Fireworks Displays in the Fifth Coast Guard District—Lewes, DE",,,false,,,,,2023-06-06T04:00Z,,,,"33 CFR Part 165",,,,,,,,,,,,1,,,,,"36955 - 36955",,,,,,,,,,,,,,,,,,,"https://downloads.regulations.gov/USCG-2023-0279-0001/content.pdf,https://downloads.regulations.gov/USCG-2023-0279-0001/content.htm",,"pageCount, Page Count, Number of pages In the content file"
"USCG-2023-0286-0003","USCG","USCG-2023-0286",,"Rule",2023-11-17T05:00Z,false,"2023-25447","88 FR 80136","Safety Zone; Shrewsbury River, S–32 Bridge, Boroughs of Rumson and Sea Bright, NJ",,,false,,,,,2023-11-17T05:00Z,,,,"33 CFR Part 165",,,,,,,,,"Harbors,Marine Safety,Navigation (Water),Reporting and Recordkeeping Requirements,Security Measures,Waterways",,,4,,,,,"80136 - 80139",,,,,,,,,,,,,,,,,,,"https://downloads.regulations.gov/USCG-2023-0286-0003/content.pdf,https://downloads.regulations.gov/USCG-2023-0286-0003/content.htm",,"pageCount, Page Count, Number of pages In the content file"
"USCG-2023-0287-0001","USCG","USCG-2023-0287",,"Rule",2023-05-31T04:00Z,false,"2023-11562","88 FR 34749","Safety Zone; 47th Annual Swim Around Key West, Key West, FL",,,false,,,,,2023-05-31T04:00Z,,,,"33 CFR Part 165",,,,,,,,,,,,1,,,,,"34749 - 34749",,,,,,,,,,,,,,,,,,,"https://downloads.regulations.gov/USCG-2023-0287-0001/content.pdf,https://downloads.regulations.gov/USCG-2023-0287-0001/content.htm",,"pageCount, Page Count, Number of pages In the content file"
"USCG-2023-0290-0001","USCG","USCG-2023-0290",,"Rule",2023-05-02T04:00Z,false,"2023-09300","88 FR 27407","Safety Zone; Potomac River, Between Charles County, MD and King George County, VA",,,false,,,,,2023-05-02T04:00Z,,,,"33 CFR Part 165",,,,,,,,,"Harbors,Marine Safety,Navigation (Water),Reporting and Recordkeeping Requirements,Security Measures,Waterways",,,4,,,,,"27407 - 27410",,,,,,,,,,,,,,,,,,,"https://downloads.regulations.gov/USCG-2023-0290-0001/content.pdf,https://downloads.regulations.gov/USCG-2023-0290-0001/content.htm",,"pageCount, Page Count, Number of pages In the content file"
"USCG-2023-0304-0001","USCG","USCG-2023-0304",,"Rule",2023-11-22T05:00Z,false,,,"Safety Zone; Emergency Support Vessel, Tampa Bay, Tampa, FL",2023-11-22T05:00Z,,false,,,,,2023-11-22T05:00Z,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,"https://downloads.regulations.gov/USCG-2023-0304-0001/content.pdf",,"pageCount, Page Count, Number of pages In the content file"
"USCG-2023-0305-0001","USCG","USCG-2023-0305",,"Rule",2023-11-14T05:00Z,false,"2023-25024","88 FR 77896","Multi-Year Certificate of Documentation for Recreational Vessel Owners",,,false,,,,,2023-11-14T05:00Z,,,,"46 CFR Part 67",,,,,,,,,"Reporting and Recordkeeping Requirements,Vessels",,,7,,,,,"77896 - 77902",,,,,,,,,,,,,,,,,,,"https://downloads.regulations.gov/USCG-2023-0305-0001/content.pdf,https://downloads.regulations.gov/USCG-2023-0305-0001/content.htm",,"pageCount, Page Count, Number of pages In the content file"
"USCG-2023-0307-0001","USCG","USCG-2023-0307",,"Rule",2023-11-22T05:00Z,false,,,"Safety Zone; Presque Isle Bay, Erie, PA",2023-11-22T05:00Z,,false,,,,,2023-11-22T05:00Z,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,"https://downloads.regulations.gov/USCG-2023-0307-0001/content.pdf",,"pageCount, Page Count, Number of pages In the content file"
"USCG-2023-0308-0003","USCG","USCG-2023-0308",,"Rule",2023-07-26T04:00Z,false,"2023-15797","88 FR 48125","Special Local Regulation; Henderson Bay, Henderson Harbor, NY",,,false,,,,,2023-07-26T04:00Z,,,,"33 CFR Part 100",,,,,,,,,"Marine Safety,Navigation (Water),Reporting and Recordkeeping Requirements,Waterways",,,5,,,,,"48125 - 48129",,,,,,,,,,,,,,,,,,,"https://downloads.regulations.gov/USCG-2023-0308-0003/content.pdf,https://downloads.regulations.gov/USCG-2023-0308-0003/content.htm",,"pageCount, Page Count, Number of pages In the content file"
"USCG-2023-0309-0003","USCG","USCG-2023-0309",,"Rule",2023-07-28T04:00Z,false,"2023-16018","88 FR 48734","Safety Zone; Henderson Bay, Henderson Harbor, NY",,,false,,,,,2023-07-28T04:00Z,,,,"33 CFR Part 165",,,,,,,,,"Harbors,Marine Safety,Navigation (Water),Reporting and Recordkeeping Requirements,Security Measures,Waterways",,,3,,,,,"48734 - 48736",,,,,,,,,,,,,,,,,,,"https://downloads.regulations.gov/USCG-2023-0309-0003/content.pdf,https://downloads.regulations.gov/USCG-2023-0309-0003/content.htm",,"pageCount, Page Count, Number of pages In the content file"
"USCG-2023-0311-0001","USCG","USCG-2023-0311",,"Rule",2023-05-17T04:00Z,false,"2023-10489","88 FR 31475","Special Local Regulation; Marine Events Within the Eleventh Coast Guard District—Great Western Tube Float",,,false,,,,,2023-05-17T04:00Z,,,,"33 CFR Part 100",,,,,,,,,,,,2,,,,,"31475 - 31476",,,,,,,,,,,,,,,,,,,"https://downloads.regulations.gov/USCG-2023-0311-0001/content.pdf,https://downloads.regulations.gov/USCG-2023-0311-0001/content.htm",,"pageCount, Page Count, Number of pages In the content file"
"USCG-2023-0314-0001","USCG","USCG-2023-0314",,"Rule",2023-04-27T04:00Z,false,"2023-08905","88 FR 25496","Safety Zone; Cumberland River",,,false,,,,,2023-04-27T04:00Z,,,,"33 CFR Part 165",,,,,,,,,"Harbors,Marine Safety,Navigation (Water),Reporting and Recordkeeping Requirements,Security Measures,Waterways",,,3,,,,,"25496 - 25498",,,,,,,,,,,,,,,,,,,"https://downloads.regulations.gov/USCG-2023-0314-0001/content.pdf,https://downloads.regulations.gov/USCG-2023-0314-0001/content.htm",,"pageCount, Page Count, Number of pages In the content file"
"USCG-2023-0320-0001","USCG","USCG-2023-0320",,"Rule",2023-05-16T04:00Z,false,"2023-10429","88 FR 31174","Safety Zone; Providence Fireworks, Providence, RI",,,false,,,,,2023-05-16T04:00Z,,,,"33 CFR Part 165",,,,,,,,,,,,2,,,,,"31174 - 31175",,,,,,,,,,,,,,,,,,,"https://downloads.regulations.gov/USCG-2023-0320-0001/content.pdf,https://downloads.regulations.gov/USCG-2023-0320-0001/content.htm",,"pageCount, Page Count, Number of pages In the content file"
"USCG-2023-0321-0001","USCG","USCG-2023-0321",,"Rule",2023-04-20T04:00Z,false,"2023-08188","88 FR 24336","Drawbridge Operation Regulation; Old River, Between Victoria Island and Byron Tract, CA",2023-04-20T04:00Z,2023-05-23T03:59:59Z,false,,,,,2023-04-20T04:00Z,,,,"33 CFR Part 117",,,,,,,,,"Bridges",,,3,,,,,"24336 - 24338",,,,,,,,,,,,,,,,,,,"https://downloads.regulations.gov/USCG-2023-0321-0001/content.pdf,https://downloads.regulations.gov/USCG-2023-0321-0001/content.htm",,"pageCount, Page Count, Number of pages In the content file"
"USCG-2023-0332-0001","USCG","USCG-2023-0332",,"Rule",2023-05-22T04:00Z,false,"2023-10794","88 FR 32660","Safety Zone; Seafair Air Show Performance, 2023, Seattle, WA",,,false,,,,,2023-05-22T04:00Z,,,,"33 CFR Part 165",,,,,,,,,,,,1,,,,,"32660 - 32660",,,,,,,,,,,,,,,,,,,"https://downloads.regulations.gov/USCG-2023-0332-0001/content.pdf,https://downloads.regulations.gov/USCG-2023-0332-0001/content.htm",,"pageCount, Page Count, Number of pages In the content file"
"USCG-2023-0333-0001","USCG","USCG-2023-0333",,"Rule",2023-05-22T04:00Z,false,"2023-10793","88 FR 32659","Special Local Regulations; Seattle Seafair Unlimited Hydroplane Race, Lake Washington, WA",,,false,,,,,2023-05-22T04:00Z,,,,"33 CFR Part 100",,,,,,,,,,,,2,,,,,"32659 - 32660",,,,,,,,,,,,,,,,,,,"https://downloads.regulations.gov/USCG-2023-0333-0001/content.pdf,https://downloads.regulations.gov/USCG-2023-0333-0001/content.htm",,"pageCount, Page Count, Number of pages In the content file"
"USCG-2023-0336-0001","USCG","USCG-2023-0336",,"Rule",2023-04-20T04:00Z,false,"2023-08183","88 FR 24338","Safety Zones in Reentry Sites; Tampa, and Tallahassee, Florida",,,false,,,,,2023-04-20T04:00Z,,,,"33 CFR Part 165",,,,,,,,,,,,2,,,,,"24338 - 24339",,,,,,,,,,,,,,,,,,,"https://downloads.regulations.gov/USCG-2023-0336-0001/content.pdf,https://downloads.regulations.gov/USCG-2023-0336-0001/content.htm",,"pageCount, Page Count, Number of pages In the content file"
"USCG-2023-0338-0001","USCG","USCG-2023-0338",,"Rule",2023-04-21T04:00Z,false,"2023-08453","88 FR 24480","Special Local Regulation; Marine Events; Annual Bayview Mackinac Race, Lake Huron, MI",,,false,,,,,2023-04-21T04:00Z,,,,"33 CFR Part 100",,,,,,,,,,,,2,,,,,"24480 - 24481",,,,,,,,,,,,,,,,,,,"https://downloads.regulations.gov/USCG-2023-0338-0001/content.pdf,https://downloads.regulations.gov/USCG-2023-0338-0001/content.htm",,"pageCount, Page Count, Number of pages In the content file"
"USCG-2023-0340-0001","USCG","USCG-2023-0340",,"Rule",2023-05-05T04:00Z,false,"2023-09593","88 FR 28992","Safety Zones; Fireworks Displays in the Fifth Coast Guard District— Philadelphia, PA",,,false,,,,,2023-05-05T04:00Z,,,,"33 CFR Part 165",,,,,,,,,,,,2,,,,,"28992 - 28993",,,,,,,,,,,,,,,,,,,"https://downloads.regulations.gov/USCG-2023-0340-0001/content.pdf,https://downloads.regulations.gov/USCG-2023-0340-0001/content.htm",,"pageCount, Page Count, Number of pages In the content file"
"USCG-2023-0341-0001","USCG","USCG-2023-0341",,"Rule",2023-04-19T04:00Z,false,"2023-08387","88 FR 24113","Safety Zone; Hylebos Waterway, Tacoma, WA",,,false,,,,,2023-04-19T04:00Z,,,,"33 CFR Part 165",,,,,,,,,"Harbors,Marine Safety,Navigation (Water),Reporting and Recordkeeping Requirements,Security Measures,Waterways",,,3,,,,,"24113 - 24115",,,,,,,,,,,,,,,,,,,"https://downloads.regulations.gov/USCG-2023-0341-0001/content.pdf,https://downloads.regulations.gov/USCG-2023-0341-0001/content.htm",,"pageCount, Page Count, Number of pages In the content file"
"USCG-2023-0343-0001","USCG","USCG-2023-0343",,"Rule",2023-04-25T04:00Z,false,"2023-08720","88 FR 24910","Security Zones; Corpus Christi Ship Channel, Corpus Christi, TX",,,false,,,,,2023-04-25T04:00Z,,,,"33 CFR Part 165",,,,,,,,,"Harbors,Marine Safety,Navigation (Water),Reporting and Recordkeeping Requirements,Security Measures,Waterways",,,3,,,,,"24910 - 24912",,,,,,,,,,,,,,,,,,,"https://downloads.regulations.gov/USCG-2023-0343-0001/content.pdf,https://downloads.regulations.gov/USCG-2023-0343-0001/content.htm",,"pageCount, Page Count, Number of pages In the content file"
"USCG-2023-0344-0001","USCG","USCG-2023-0344",,"Rule",2023-05-15T04:00Z,false,"2023-10227","88 FR 30902","Safety Zone; SFSU Graduation Fireworks; San Francisco Bay, San Francisco, CA",,,false,,,,,2023-05-15T04:00Z,,,,"33 CFR Part 165",,,,,,,,,"Harbors,Marine Safety,Navigation (Water),Reporting and Recordkeeping Requirements,Security Measures,Waterways",,,3,,,,,"30902 - 30904",,,,,,,,,,,,,,,,,,,"https://downloads.regulations.gov/USCG-2023-0344-0001/content.pdf,https://downloads.regulations.gov/USCG-2023-0344-0001/content.htm",,"pageCount, Page Count, Number of pages In the content file"
"USCG-2023-0345-0001","USCG","USCG-2023-0345",,"Rule",2023-04-25T04:00Z,false,"2023-08661","88 FR 24909","Safety Zone; Military Ocean Terminal Concord Safety Zone, Suisun Bay, Military Ocean Terminal Concord, CA",,,false,,,,,2023-04-25T04:00Z,,,,"33 CFR Part 165",,,,,,,,,,,,2,,,,,"24909 - 24910",,,,,,,,,,,,,,,,,,,"https://downloads.regulations.gov/USCG-2023-0345-0001/content.pdf,https://downloads.regulations.gov/USCG-2023-0345-0001/content.htm",,"pageCount, Page Count, Number of pages In the content file"
"USCG-2023-0347-0001","USCG","USCG-2023-0347",,"Rule",2023-04-28T04:00Z,false,"2023-09000","88 FR 26230","Safety Zone; Pier 15 Fireworks; San Francisco Bay, San Francisco, CA",,,false,,,,,2023-04-28T04:00Z,,,,"33 CFR Part 165",,,,,,,,,"Harbors,Marine Safety,Navigation (Water),Reporting and Recordkeeping Requirements,Security Measures,Waterways",,,3,,,,,"26230 - 26232",,,,,,,,,,,,,,,,,,,"https://downloads.regulations.gov/USCG-2023-0347-0001/content.pdf,https://downloads.regulations.gov/USCG-2023-0347-0001/content.htm",,"pageCount, Page Count, Number of pages In the content file"
"USCG-2023-0348-0001","USCG","USCG-2023-0348",,"Rule",2023-06-20T04:00Z,false,"2023-13008","88 FR 38770","Special Local Regulation; 39th Annual Sarasota P1 Powerboat Grand Prix; Gulf of Mexico",,,false,,,,,2023-06-20T04:00Z,,,,"33 CFR Part 100",,,,,,,,,,,,1,,,,,"39770 - 39770",,,,,,,,,,,,,,,,,,,"https://downloads.regulations.gov/USCG-2023-0348-0001/content.pdf,https://downloads.regulations.gov/USCG-2023-0348-0001/content.htm",,"pageCount, Page Count, Number of pages In the content file"
"USCG-2023-0349-0001","USCG","USCG-2023-0349",,"Rule",2023-05-15T04:00Z,false,"2023-10228","88 FR 30904","Safety Zone: Pier 15 Fireworks; San Francisco Bay, San Francisco, CA",,,false,,,,,2023-05-15T04:00Z,,,,"33 CFR Part 165",,,,,,,,,"Harbors,Marine Safety,Navigation (Water),Reporting and Recordkeeping Requirements,Security Measures,Waterways",,,3,,,,,"30904 - 30906",,,,,,,,,,,,,,,,,,,"https://downloads.regulations.gov/USCG-2023-0349-0001/content.pdf,https://downloads.regulations.gov/USCG-2023-0349-0001/content.htm",,"pageCount, Page Count, Number of pages In the content file"
"USCG-2023-0350-0001","USCG","USCG-2023-0350",,"Rule",2023-07-06T04:00Z,false,"2023-14276","88 FR 43963","Special Local Regulations; Beaufort Water Festival and Air Show, Beaufort, SC",,,false,,,,,2023-07-06T04:00Z,,,,"33 CFR Part 100",,,,,,,,,,,,2,,,,,"43063 - 43064",,,,,,,,,,,,,,,,,,,"https://downloads.regulations.gov/USCG-2023-0350-0001/content.pdf,https://downloads.regulations.gov/USCG-2023-0350-0001/content.htm",,"pageCount, Page Count, Number of pages In the content file"
"USCG-2023-0352-0001","USCG","USCG-2023-0352",,"Rule",2023-04-27T04:00Z,false,"2023-08947","88 FR 25494","Safety Zone; Fairport Harbor, Fairport, OH",,,false,,,,,2023-04-27T04:00Z,,,,"33 CFR Part 165",,,,,,,,,"Marine Safety,Navigation (Water),Reporting and Recordkeeping Requirements,Waterways",,,3,,,,,"25494 - 25496",,,,,,,,,,,,,,,,,,,"https://downloads.regulations.gov/USCG-2023-0352-0001/content.pdf,https://downloads.regulations.gov/USCG-2023-0352-0001/content.htm",,"pageCount, Page Count, Number of pages In the content file"
"USCG-2023-0353-0001","USCG","USCG-2023-0353",,"Rule",2023-06-05T04:00Z,false,"2023-11848","88 FR 36477","Safety Zone; Kanawha River, Charleston, WV",,,false,,,,,2023-06-05T04:00Z,,,,"33 CFR Part 165",,,,,,,,,"Harbors,Marine Safety,Navigation (Water),Reporting and Recordkeeping Requirements,Security Measures,Waterways",,,3,,,,,"36477 - 36479",,,,,,,,,,,,,,,,,,,"https://downloads.regulations.gov/USCG-2023-0353-0001/content.pdf,https://downloads.regulations.gov/USCG-2023-0353-0001/content.htm",,"pageCount, Page Count, Number of pages In the content file"
"USCG-2023-0354-0001","USCG","USCG-2023-0354",,"Rule",2023-05-19T04:00Z,false,"2023-10715","88 FR 32110","Safety Zone: Kanawha River, Nitro, WV",,,false,,,,,2023-05-19T04:00Z,,,,"33 CFR Part 165",,,,,,,,,"Harbors,Marine Safety,Navigation (Water),Reporting and Recordkeeping Requirements,Security Measures,Waterways",,,3,,,,,"32110 - 32112",,,,,,,,,,,,,,,,,,,"https://downloads.regulations.gov/USCG-2023-0354-0001/content.pdf,https://downloads.regulations.gov/USCG-2023-0354-0001/content.htm",,"pageCount, Page Count, Number of pages In the content file"
"USCG-2023-0355-0001","USCG","USCG-2023-0355",,"Rule",2023-06-07T04:00Z,false,"2023-12151","88 FR 37147","Safety Zone: Kanawha River, Charleston, WV",,,false,,,,,2023-06-07T04:00Z,,,,"33 CFR Part 165",,,,,,,,,"Harbors,Marine Safety,Navigation (Water),Reporting and Recordkeeping Requirements,Security Measures,Waterways",,,3,,,,,"37147 - 37149",,,,,,,,,,,,,,,,,,,"https://downloads.regulations.gov/USCG-2023-0355-0001/content.pdf,https://downloads.regulations.gov/USCG-2023-0355-0001/content.htm",,"pageCount, Page Count, Number of pages In the content file"
"USCG-2023-0361-0001","USCG","USCG-2023-0361",,"Rule",2023-06-08T04:00Z,false,"2023-12266","88 FR 37471","Safety Zones; Fireworks Displays in the Fifth Coast Guard District— Philadelphia, PA",,,false,,,,,2023-06-08T04:00Z,,,,"33 CFR Part 165",,,,,,,,,,,,2,,,,,"37471 - 37472",,,,,,,,,,,,,,,,,,,"https://downloads.regulations.gov/USCG-2023-0361-0001/content.pdf,https://downloads.regulations.gov/USCG-2023-0361-0001/content.htm",,"pageCount, Page Count, Number of pages In the content file"
"USCG-2023-0362-0001","USCG","USCG-2023-0362",,"Rule",2023-11-22T05:00Z,false,,,"Safety Zone; Pipeline Installation; Anclote River, Tampa Bay, Tarpon Springs, FL",2023-11-22T05:00Z,,false,,,,,2023-11-22T05:00Z,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,"https://downloads.regulations.gov/USCG-2023-0362-0001/content.pdf",,"pageCount, Page Count, Number of pages In the content file"
